soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Excel,Spreadsheet software,Y,Y,1
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Office software,Office suite software,Y,Y,2
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft PowerPoint,Presentation software,Y,Y,3
11-3111,11-3111.00,Compensation and Benefits Managers,Workday software,Enterprise resource planning ERP software,Y,Y,4
11-3111,11-3111.00,Compensation and Benefits Managers,Oracle HRIS,Human resources software,N,Y,5
11-3111,11-3111.00,Compensation and Benefits Managers,Adobe Illustrator,Graphics or photo imaging software,Y,N,6
11-3111,11-3111.00,Compensation and Benefits Managers,Adobe Photoshop,Graphics or photo imaging software,Y,N,7
11-3111,11-3111.00,Compensation and Benefits Managers,Intuit QuickBooks,Accounting software,Y,N,8
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Access,Data base user interface and query software,Y,N,9
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Outlook,Electronic mail software,Y,N,10
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Project,Project management software,Y,N,11
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft SQL Server,Data base user interface and query software,Y,N,12
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft SharePoint,Document management software,Y,N,13
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Visio,Process mapping and design software,Y,N,14
11-3111,11-3111.00,Compensation and Benefits Managers,Microsoft Word,Word processing software,Y,N,15
11-3111,11-3111.00,Compensation and Benefits Managers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N,16
11-3111,11-3111.00,Compensation and Benefits Managers,SAP software,Enterprise resource planning ERP software,Y,N,17
11-3111,11-3111.00,Compensation and Benefits Managers,Structured query language SQL,Data base user interface and query software,Y,N,18
11-3111,11-3111.00,Compensation and Benefits Managers,!Trak-it Solutions !Trak-it HR,Human resources software,N,N,19
11-3111,11-3111.00,Compensation and Benefits Managers,ADP Employease,Human resources software,N,N,20
11-3121,11-3121.00,Human Resources Managers,Microsoft Excel,Spreadsheet software,Y,Y,1
11-3121,11-3121.00,Human Resources Managers,Microsoft Office software,Office suite software,Y,Y,2
11-3121,11-3121.00,Human Resources Managers,Microsoft Outlook,Electronic mail software,Y,Y,3
11-3121,11-3121.00,Human Resources Managers,Microsoft PowerPoint,Presentation software,Y,Y,4
11-3121,11-3121.00,Human Resources Managers,Workday software,Enterprise resource planning ERP software,Y,Y,5
11-3121,11-3121.00,Human Resources Managers,Applicant tracking software,Human resources software,N,Y,6
11-3121,11-3121.00,Human Resources Managers,Oracle HRIS,Human resources software,N,Y,7
11-3121,11-3121.00,Human Resources Managers,Facebook,Web page creation and editing software,Y,N,8
11-3121,11-3121.00,Human Resources Managers,IBM SPSS Statistics,Analytical or scientific software,Y,N,9
11-3121,11-3121.00,Human Resources Managers,Intuit QuickBooks,Accounting software,Y,N,10
11-3121,11-3121.00,Human Resources Managers,Kronos Workforce Timekeeper,Time accounting software,Y,N,11
11-3121,11-3121.00,Human Resources Managers,Microsoft Access,Data base user interface and query software,Y,N,12
11-3121,11-3121.00,Human Resources Managers,Microsoft Project,Project management software,Y,N,13
11-3121,11-3121.00,Human Resources Managers,Microsoft Visio,Process mapping and design software,Y,N,14
11-3121,11-3121.00,Human Resources Managers,Microsoft Word,Word processing software,Y,N,15
11-3121,11-3121.00,Human Resources Managers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N,16
11-3121,11-3121.00,Human Resources Managers,SAP software,Enterprise resource planning ERP software,Y,N,17
11-3121,11-3121.00,Human Resources Managers,AASoftTech Web Organization Chart,Charting software,N,N,18
11-3121,11-3121.00,Human Resources Managers,ADP Enterprise HR,Human resources software,N,N,19
11-3121,11-3121.00,Human Resources Managers,ADP HR/Benefits Solution,Human resources software,N,N,20
11-3131,11-3131.00,Training and Development Managers,Microsoft Excel,Spreadsheet software,Y,Y,1
11-3131,11-3131.00,Training and Development Managers,Microsoft Office software,Office suite software,Y,Y,2
11-3131,11-3131.00,Training and Development Managers,Microsoft Outlook,Electronic mail software,Y,Y,3
11-3131,11-3131.00,Training and Development Managers,Microsoft PowerPoint,Presentation software,Y,Y,4
11-3131,11-3131.00,Training and Development Managers,Learning management system LMS,Computer based training software,N,Y,5
11-3131,11-3131.00,Training and Development Managers,Adobe Acrobat,Document management software,Y,N,6
11-3131,11-3131.00,Training and Development Managers,Adobe Illustrator,Graphics or photo imaging software,Y,N,7
11-3131,11-3131.00,Training and Development Managers,Adobe Photoshop,Graphics or photo imaging software,Y,N,8
11-3131,11-3131.00,Training and Development Managers,Apache Cassandra,Data base management system software,Y,N,9
11-3131,11-3131.00,Training and Development Managers,Cisco Webex,Video conferencing software,Y,N,10
11-3131,11-3131.00,Training and Development Managers,Epic Systems,Medical software,Y,N,11
11-3131,11-3131.00,Training and Development Managers,JavaScript,Web platform development software,Y,N,12
11-3131,11-3131.00,Training and Development Managers,Microsoft Project,Project management software,Y,N,13
11-3131,11-3131.00,Training and Development Managers,Microsoft Visual Basic,Development environment software,Y,N,14
11-3131,11-3131.00,Training and Development Managers,Microsoft Word,Word processing software,Y,N,15
11-3131,11-3131.00,Training and Development Managers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N,16
11-3131,11-3131.00,Training and Development Managers,Adobe ActionScript,Development environment software,N,N,17
11-3131,11-3131.00,Training and Development Managers,Adobe Captivate,Computer based training software,N,N,18
11-3131,11-3131.00,Training and Development Managers,Adobe Dreamweaver,Web page creation and editing software,N,N,19
11-3131,11-3131.00,Training and Development Managers,Adobe Presenter,Computer based training software,N,N,20
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Excel,Spreadsheet software,Y,Y,1
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Office software,Office suite software,Y,Y,2
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Adobe Photoshop,Graphics or photo imaging software,Y,N,3
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Atlassian Confluence,Cloud-based data access and sharing software,Y,N,4
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Facebook,Web page creation and editing software,Y,N,5
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Access,Data base user interface and query software,Y,N,6
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Outlook,Electronic mail software,Y,N,7
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft PowerPoint,Presentation software,Y,N,8
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Visio,Process mapping and design software,Y,N,9
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Microsoft Word,Word processing software,Y,N,10
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",SAP software,Enterprise resource planning ERP software,Y,N,11
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",AGCO Advanced Technology Solutions Fieldstar,Industrial control software,N,N,12
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Accutech Systems Corporation AccuFarm-MGR,Enterprise resource planning ERP software,N,N,13
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Advanced Veterinary Services Ranch Vision,Enterprise resource planning ERP software,N,N,14
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Ag Connections Land.db,Data base user interface and query software,N,N,15
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Ag Leader Technology SMS Advanced,Data base user interface and query software,N,N,16
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",AgData Blue Skies Accounting,Accounting software,N,N,17
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",AgTerra Technologies AgTrac,Data base user interface and query software,N,N,18
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Agevo Farm Manager,Enterprise resource planning ERP software,N,N,19
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",AgriSoft/CMC AgriSoft/ERP,Enterprise resource planning ERP software,N,N,20
11-9021,11-9021.00,Construction Managers,Microsoft Excel,Spreadsheet software,Y,Y,1
11-9021,11-9021.00,Construction Managers,Microsoft Office software,Office suite software,Y,Y,2
11-9021,11-9021.00,Construction Managers,Microsoft Outlook,Electronic mail software,Y,Y,3
11-9021,11-9021.00,Construction Managers,Microsoft PowerPoint,Presentation software,Y,Y,4
11-9021,11-9021.00,Construction Managers,Microsoft Project,Project management software,Y,Y,5
11-9021,11-9021.00,Construction Managers,Procore software,Analytical or scientific software,Y,Y,6
11-9021,11-9021.00,Construction Managers,Adobe Acrobat,Document management software,Y,N,7
11-9021,11-9021.00,Construction Managers,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,8
11-9021,11-9021.00,Construction Managers,Autodesk AutoCAD,Computer aided design CAD software,Y,N,9
11-9021,11-9021.00,Construction Managers,Autodesk AutoCAD Civil 3D,Computer aided design CAD software,Y,N,10
11-9021,11-9021.00,Construction Managers,Autodesk Revit,Computer aided design CAD software,Y,N,11
11-9021,11-9021.00,Construction Managers,Google Docs,Word processing software,Y,N,12
11-9021,11-9021.00,Construction Managers,Microsoft Access,Data base user interface and query software,Y,N,13
11-9021,11-9021.00,Construction Managers,Microsoft SharePoint,Document management software,Y,N,14
11-9021,11-9021.00,Construction Managers,Microsoft Visio,Process mapping and design software,Y,N,15
11-9021,11-9021.00,Construction Managers,Microsoft Word,Word processing software,Y,N,16
11-9021,11-9021.00,Construction Managers,Oracle Primavera Enterprise Project Portfolio Management,Project management software,Y,N,17
11-9021,11-9021.00,Construction Managers,SAP software,Enterprise resource planning ERP software,Y,N,18
11-9021,11-9021.00,Construction Managers,Trimble SketchUp Pro,Graphics or photo imaging software,Y,N,19
11-9021,11-9021.00,Construction Managers,Yardi software,Data base user interface and query software,Y,N,20
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft Office software,Office suite software,Y,Y,1
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Intuit QuickBooks,Accounting software,Y,N,2
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft Excel,Spreadsheet software,Y,N,3
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft Outlook,Electronic mail software,Y,N,4
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft PowerPoint,Presentation software,Y,N,5
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft Word,Word processing software,Y,N,6
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",ACS Technologies HeadMaster,Enterprise resource planning ERP software,N,N,7
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Auburn Software Debit Square,Data base user interface and query software,N,N,8
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",B&I Computer Consultants Childcare Sage,Enterprise resource planning ERP software,N,N,9
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Bloomz,Desktop communications software,N,N,10
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Cirrus Group Daycare Works,Enterprise resource planning ERP software,N,N,11
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Emerging Technologies Office Center,Enterprise resource planning ERP software,N,N,12
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",GroupMe,Instant messaging software,N,N,13
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Jackrabbit Technologies Jackrabbit Care,Enterprise resource planning ERP software,N,N,14
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Kressa Software SchoolLeader,Enterprise resource planning ERP software,N,N,15
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",MAGGEY Child Care Management Software,Enterprise resource planning ERP software,N,N,16
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Microsoft Publisher,Desktop publishing software,N,N,17
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Mount Taylor Programs Private Advantage,Enterprise resource planning ERP software,N,N,18
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",ONE Software KidsONE,Enterprise resource planning ERP software,N,N,19
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",OnCare Advantage,Enterprise resource planning ERP software,N,N,20
