soc_code,onet_soc_code,occupation_title,education_level,respondent_share_percent,source_date,rank
29-1071,29-1071.01,Anesthesiologist Assistants,Associate's degree,4.08,07/2012,5
29-1071,29-1071.01,Anesthesiologist Assistants,Post-master's certificate,1.11,07/2012,6
29-1081,29-1081.00,Podiatrists,Doctoral degree,52.89,08/2022,1
29-1081,29-1081.00,Podiatrists,Post-doctoral training,32.36,08/2022,2
29-1081,29-1081.00,Podiatrists,First professional degree,14.09,08/2022,3
29-1081,29-1081.00,Podiatrists,High school diploma or equivalent,0.66,08/2022,4
29-1081,29-1081.00,Podiatrists,Less than high school diploma,0.0,08/2022,5
29-1081,29-1081.00,Podiatrists,Post-secondary certificate,0.0,08/2022,6
29-1123,29-1123.00,Physical Therapists,Doctoral degree,47.13,08/2020,1
29-1123,29-1123.00,Physical Therapists,Master's degree,38.3,08/2020,2
29-1123,29-1123.00,Physical Therapists,Bachelor's degree,8.31,08/2020,3
29-1123,29-1123.00,Physical Therapists,Associate's degree,6.26,08/2020,4
29-1123,29-1123.00,Physical Therapists,Less than high school diploma,0.0,08/2020,5
29-1123,29-1123.00,Physical Therapists,High school diploma or equivalent,0.0,08/2020,6
29-1124,29-1124.00,Radiation Therapists,Associate's degree,50.14,07/2013,1
29-1124,29-1124.00,Radiation Therapists,Bachelor's degree,37.54,07/2013,2
29-1124,29-1124.00,Radiation Therapists,Post-secondary certificate,8.87,07/2013,3
29-1124,29-1124.00,Radiation Therapists,"Some college, no degree",3.45,07/2013,4
29-1124,29-1124.00,Radiation Therapists,Less than high school diploma,0.0,07/2013,5
29-1124,29-1124.00,Radiation Therapists,High school diploma or equivalent,0.0,07/2013,6
29-1126,29-1126.00,Respiratory Therapists,Associate's degree,82.75,07/2013,1
29-1126,29-1126.00,Respiratory Therapists,Bachelor's degree,11.69,07/2013,2
29-1126,29-1126.00,Respiratory Therapists,Post-secondary certificate,5.15,07/2013,3
29-1126,29-1126.00,Respiratory Therapists,Post-baccalaureate certificate,0.41,07/2013,4
29-1126,29-1126.00,Respiratory Therapists,Less than high school diploma,0.0,07/2013,5
29-1126,29-1126.00,Respiratory Therapists,High school diploma or equivalent,0.0,07/2013,6
29-1127,29-1127.00,Speech-Language Pathologists,Master's degree,88.52,08/2022,1
29-1127,29-1127.00,Speech-Language Pathologists,Post-master's certificate,11.48,08/2022,2
29-1127,29-1127.00,Speech-Language Pathologists,Less than high school diploma,0.0,08/2022,3
29-1127,29-1127.00,Speech-Language Pathologists,High school diploma or equivalent,0.0,08/2022,4
29-1127,29-1127.00,Speech-Language Pathologists,Post-secondary certificate,0.0,08/2022,5
29-1127,29-1127.00,Speech-Language Pathologists,"Some college, no degree",0.0,08/2022,6
29-1131,29-1131.00,Veterinarians,Doctoral degree,79.16,08/2020,1
29-1131,29-1131.00,Veterinarians,Post-doctoral training,11.74,08/2020,2
29-1131,29-1131.00,Veterinarians,First professional degree,9.1,08/2020,3
29-1131,29-1131.00,Veterinarians,Less than high school diploma,0.0,08/2020,4
29-1131,29-1131.00,Veterinarians,High school diploma or equivalent,0.0,08/2020,5
29-1131,29-1131.00,Veterinarians,Post-secondary certificate,0.0,08/2020,6
29-1141,29-1141.00,Registered Nurses,Post-secondary certificate,22.5,08/2021,1
29-1141,29-1141.00,Registered Nurses,Associate's degree,19.39,08/2021,2
29-1141,29-1141.00,Registered Nurses,Master's degree,1.43,08/2021,3
29-1141,29-1141.00,Registered Nurses,High school diploma or equivalent,0.76,08/2021,4
29-1141,29-1141.00,Registered Nurses,Less than high school diploma,0.0,08/2021,5
29-1141,29-1141.00,Registered Nurses,"Some college, no degree",0.0,08/2021,6
29-1211,29-1211.00,Anesthesiologists,Post-doctoral training,69.18,07/2012,1
29-1211,29-1211.00,Anesthesiologists,Doctoral degree,24.71,07/2012,2
29-1211,29-1211.00,Anesthesiologists,First professional degree,4.85,07/2012,3
29-1211,29-1211.00,Anesthesiologists,Master's degree,1.26,07/2012,4
29-1211,29-1211.00,Anesthesiologists,Less than high school diploma,0.0,07/2012,5
29-1211,29-1211.00,Anesthesiologists,High school diploma or equivalent,0.0,07/2012,6
29-1213,29-1213.00,Dermatologists,Doctoral degree,56.38,08/2021,1
29-1213,29-1213.00,Dermatologists,Post-doctoral training,30.57,08/2021,2
29-1213,29-1213.00,Dermatologists,Associate's degree,6.11,08/2021,3
29-1213,29-1213.00,Dermatologists,Master's degree,4.71,08/2021,4
29-1213,29-1213.00,Dermatologists,First professional degree,1.49,08/2021,5
29-1213,29-1213.00,Dermatologists,Post-secondary certificate,0.74,08/2021,6
29-1215,29-1215.00,Family Medicine Physicians,Post-doctoral training,28.89,08/2020,1
29-1215,29-1215.00,Family Medicine Physicians,Master's degree,9.48,08/2020,2
29-1215,29-1215.00,Family Medicine Physicians,Bachelor's degree,2.25,08/2020,3
29-1215,29-1215.00,Family Medicine Physicians,"Some college, no degree",0.31,08/2020,4
29-1215,29-1215.00,Family Medicine Physicians,Less than high school diploma,0.0,08/2020,5
29-1215,29-1215.00,Family Medicine Physicians,High school diploma or equivalent,0.0,08/2020,6
29-1216,29-1216.00,General Internal Medicine Physicians,Post-doctoral training,53.01,08/2021,1
29-1216,29-1216.00,General Internal Medicine Physicians,Doctoral degree,46.99,08/2021,2
29-1216,29-1216.00,General Internal Medicine Physicians,Less than high school diploma,0.0,08/2021,3
29-1216,29-1216.00,General Internal Medicine Physicians,High school diploma or equivalent,0.0,08/2021,4
29-1216,29-1216.00,General Internal Medicine Physicians,Post-secondary certificate,0.0,08/2021,5
29-1216,29-1216.00,General Internal Medicine Physicians,"Some college, no degree",0.0,08/2021,6
29-1217,29-1217.00,Neurologists,Post-doctoral training,63.66,07/2012,1
29-1217,29-1217.00,Neurologists,Doctoral degree,29.18,07/2012,2
29-1217,29-1217.00,Neurologists,Master's degree,4.77,07/2012,3
29-1217,29-1217.00,Neurologists,High school diploma or equivalent,2.4,07/2012,4
29-1217,29-1217.00,Neurologists,Less than high school diploma,0.0,07/2012,5
29-1217,29-1217.00,Neurologists,Post-secondary certificate,0.0,07/2012,6
29-1218,29-1218.00,Obstetricians and Gynecologists,Post-doctoral training,74.01,08/2023,1
29-1218,29-1218.00,Obstetricians and Gynecologists,Doctoral degree,22.54,08/2023,2
29-1218,29-1218.00,Obstetricians and Gynecologists,First professional degree,3.45,08/2023,3
29-1218,29-1218.00,Obstetricians and Gynecologists,Less than high school diploma,0.0,08/2023,4
29-1218,29-1218.00,Obstetricians and Gynecologists,High school diploma or equivalent,0.0,08/2023,5
29-1218,29-1218.00,Obstetricians and Gynecologists,Post-secondary certificate,0.0,08/2023,6
29-1221,29-1221.00,"Pediatricians, General",Post-doctoral training,78.3,08/2020,1
29-1221,29-1221.00,"Pediatricians, General",Doctoral degree,20.43,08/2020,2
29-1221,29-1221.00,"Pediatricians, General",First professional degree,1.27,08/2020,3
29-1221,29-1221.00,"Pediatricians, General",Less than high school diploma,0.0,08/2020,4
29-1221,29-1221.00,"Pediatricians, General",High school diploma or equivalent,0.0,08/2020,5
29-1221,29-1221.00,"Pediatricians, General",Post-secondary certificate,0.0,08/2020,6
29-1222,29-1222.00,"Physicians, Pathologists",Post-doctoral training,62.04,08/2020,1
29-1222,29-1222.00,"Physicians, Pathologists",Doctoral degree,29.22,08/2020,2
29-1222,29-1222.00,"Physicians, Pathologists",Master's degree,6.0,08/2020,3
29-1222,29-1222.00,"Physicians, Pathologists",First professional degree,2.74,08/2020,4
29-1222,29-1222.00,"Physicians, Pathologists",Less than high school diploma,0.0,08/2020,5
29-1222,29-1222.00,"Physicians, Pathologists",High school diploma or equivalent,0.0,08/2020,6
29-1223,29-1223.00,Psychiatrists,Post-doctoral training,58.53,07/2014,1
29-1223,29-1223.00,Psychiatrists,Doctoral degree,34.18,07/2014,2
29-1223,29-1223.00,Psychiatrists,Master's degree,5.03,07/2014,3
29-1223,29-1223.00,Psychiatrists,First professional degree,1.8,07/2014,4
29-1223,29-1223.00,Psychiatrists,High school diploma or equivalent,0.47,07/2014,5
29-1223,29-1223.00,Psychiatrists,Less than high school diploma,0.0,07/2014,6
29-1224,29-1224.00,Radiologists,Post-doctoral training,57.86,08/2023,1
29-1224,29-1224.00,Radiologists,Doctoral degree,28.02,08/2023,2
29-1224,29-1224.00,Radiologists,Associate's degree,11.08,08/2023,3
29-1224,29-1224.00,Radiologists,Post-secondary certificate,3.04,08/2023,4
29-1224,29-1224.00,Radiologists,Less than high school diploma,0.0,08/2023,5
29-1224,29-1224.00,Radiologists,High school diploma or equivalent,0.0,08/2023,6
29-1229,29-1229.03,Urologists,Post-doctoral training,64.43,08/2023,1
29-1229,29-1229.04,Physical Medicine and Rehabilitation Physicians,Doctoral degree,54.89,07/2012,2
29-1229,29-1229.01,Allergists and Immunologists,Post-doctoral training,52.95,08/2022,3
29-1229,29-1229.04,Physical Medicine and Rehabilitation Physicians,Post-doctoral training,43.05,07/2012,4
29-1229,29-1229.03,Urologists,Doctoral degree,33.37,08/2023,5
29-1229,29-1229.01,Allergists and Immunologists,Doctoral degree,21.48,08/2022,6
29-1241,29-1241.00,"Ophthalmologists, Except Pediatric",Doctoral degree,20.03,08/2022,1
29-1241,29-1241.00,"Ophthalmologists, Except Pediatric",Post-baccalaureate certificate,13.96,08/2022,2
29-1241,29-1241.00,"Ophthalmologists, Except Pediatric",First professional degree,13.96,08/2022,3
29-1241,29-1241.00,"Ophthalmologists, Except Pediatric",Post-secondary certificate,9.91,08/2022,4
29-1292,29-1292.00,Dental Hygienists,Associate's degree,75.18,08/2021,1
29-1292,29-1292.00,Dental Hygienists,First professional degree,12.74,08/2021,2
29-1292,29-1292.00,Dental Hygienists,Post-baccalaureate certificate,9.0,08/2021,3
29-1292,29-1292.00,Dental Hygienists,Bachelor's degree,3.08,08/2021,4
29-1292,29-1292.00,Dental Hygienists,Less than high school diploma,0.0,08/2021,5
29-1292,29-1292.00,Dental Hygienists,High school diploma or equivalent,0.0,08/2021,6
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,Bachelor's degree,52.12,08/2025,1
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,Post-baccalaureate certificate,13.95,08/2025,2
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,"Some college, no degree",1.54,08/2025,3
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,Less than high school diploma,0.0,08/2025,4
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,High school diploma or equivalent,0.0,08/2025,5
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,Post-secondary certificate,0.0,08/2025,6
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,Bachelor's degree,45.93,07/2014,1
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,Associate's degree,30.9,07/2014,2
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,Post-baccalaureate certificate,10.47,07/2014,3
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,Master's degree,6.8,07/2014,4
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,High school diploma or equivalent,4.24,07/2014,5
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,"Some college, no degree",0.91,07/2014,6
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,Associate's degree,62.9,07/2014,1
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,Post-secondary certificate,12.85,07/2014,2
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,High school diploma or equivalent,9.85,07/2014,3
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,"Some college, no degree",7.82,07/2014,4
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,First professional degree,3.81,07/2014,5
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,Bachelor's degree,2.77,07/2014,6
29-2032,29-2032.00,Diagnostic Medical Sonographers,Associate's degree,47.13,07/2013,1
29-2032,29-2032.00,Diagnostic Medical Sonographers,Post-secondary certificate,19.34,07/2013,2
29-2032,29-2032.00,Diagnostic Medical Sonographers,Bachelor's degree,16.83,07/2013,3
29-2032,29-2032.00,Diagnostic Medical Sonographers,First professional degree,16.7,07/2013,4
29-2032,29-2032.00,Diagnostic Medical Sonographers,Less than high school diploma,0.0,07/2013,5
29-2032,29-2032.00,Diagnostic Medical Sonographers,High school diploma or equivalent,0.0,07/2013,6
29-2033,29-2033.00,Nuclear Medicine Technologists,Associate's degree,62.63,07/2013,1
29-2033,29-2033.00,Nuclear Medicine Technologists,Bachelor's degree,21.5,07/2013,2
29-2033,29-2033.00,Nuclear Medicine Technologists,Post-baccalaureate certificate,5.76,07/2013,3
29-2033,29-2033.00,Nuclear Medicine Technologists,Post-secondary certificate,4.24,07/2013,4
29-2033,29-2033.00,Nuclear Medicine Technologists,First professional degree,4.07,07/2013,5
29-2033,29-2033.00,Nuclear Medicine Technologists,"Some college, no degree",1.81,07/2013,6
29-2034,29-2034.00,Radiologic Technologists and Technicians,Associate's degree,72.85,08/2022,1
29-2034,29-2034.00,Radiologic Technologists and Technicians,Post-secondary certificate,16.52,08/2022,2
29-2034,29-2034.00,Radiologic Technologists and Technicians,Bachelor's degree,10.63,08/2022,3
29-2034,29-2034.00,Radiologic Technologists and Technicians,Less than high school diploma,0.0,08/2022,4
29-2034,29-2034.00,Radiologic Technologists and Technicians,High school diploma or equivalent,0.0,08/2022,5
29-2034,29-2034.00,Radiologic Technologists and Technicians,"Some college, no degree",0.0,08/2022,6
29-2051,29-2051.00,Dietetic Technicians,Associate's degree,34.57,08/2021,1
29-2051,29-2051.00,Dietetic Technicians,Post-secondary certificate,26.85,08/2021,2
29-2051,29-2051.00,Dietetic Technicians,"Some college, no degree",14.64,08/2021,3
29-2051,29-2051.00,Dietetic Technicians,Less than high school diploma,9.69,08/2021,4
29-2051,29-2051.00,Dietetic Technicians,High school diploma or equivalent,7.54,08/2021,5
29-2051,29-2051.00,Dietetic Technicians,Bachelor's degree,6.71,08/2021,6
29-2052,29-2052.00,Pharmacy Technicians,Post-secondary certificate,41.97,08/2021,1
29-2052,29-2052.00,Pharmacy Technicians,High school diploma or equivalent,35.73,08/2021,2
29-2052,29-2052.00,Pharmacy Technicians,"Some college, no degree",14.63,08/2021,3
29-2052,29-2052.00,Pharmacy Technicians,Bachelor's degree,3.84,08/2021,4
29-2052,29-2052.00,Pharmacy Technicians,Associate's degree,3.83,08/2021,5
29-2052,29-2052.00,Pharmacy Technicians,Less than high school diploma,0.0,08/2021,6
29-2053,29-2053.00,Psychiatric Technicians,High school diploma or equivalent,19.77,08/2023,1
29-2053,29-2053.00,Psychiatric Technicians,Post-secondary certificate,5.02,08/2023,2
29-2053,29-2053.00,Psychiatric Technicians,Associate's degree,3.18,08/2023,3
29-2053,29-2053.00,Psychiatric Technicians,Master's degree,2.13,08/2023,4
29-2053,29-2053.00,Psychiatric Technicians,Less than high school diploma,0.0,08/2023,5
29-2053,29-2053.00,Psychiatric Technicians,Post-baccalaureate certificate,0.0,08/2023,6
29-2055,29-2055.00,Surgical Technologists,Associate's degree,40.56,07/2013,1
29-2055,29-2055.00,Surgical Technologists,Post-secondary certificate,31.22,07/2013,2
29-2055,29-2055.00,Surgical Technologists,"Some college, no degree",23.24,07/2013,3
29-2055,29-2055.00,Surgical Technologists,High school diploma or equivalent,4.98,07/2013,4
29-2055,29-2055.00,Surgical Technologists,Less than high school diploma,0.0,07/2013,5
29-2055,29-2055.00,Surgical Technologists,Bachelor's degree,0.0,07/2013,6
29-2056,29-2056.00,Veterinary Technologists and Technicians,High school diploma or equivalent,41.25,08/2020,1
29-2056,29-2056.00,Veterinary Technologists and Technicians,Associate's degree,26.35,08/2020,2
29-2056,29-2056.00,Veterinary Technologists and Technicians,Post-secondary certificate,14.63,08/2020,3
29-2056,29-2056.00,Veterinary Technologists and Technicians,"Some college, no degree",7.37,08/2020,4
29-2056,29-2056.00,Veterinary Technologists and Technicians,Doctoral degree,5.54,08/2020,5
29-2056,29-2056.00,Veterinary Technologists and Technicians,Bachelor's degree,4.86,08/2020,6
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Some college, no degree",38.24,08/2021,1
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Post-secondary certificate,34.77,08/2021,2
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Associate's degree,15.9,08/2021,3
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Bachelor's degree,11.09,08/2021,4
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Less than high school diploma,0.0,08/2021,5
